event_id,team_id,team,ha,opponent,opp_id,team_score,opp_score,team_pen,team_pen_yds,opp_pen,opp_pen_yds,margin,one_score,line_details,spread,over_under,our_ml,opp_ml
400933831,61,Georgia,home,APP,2026,31,10,8,46,11,105,21,False,UGA -12.5,-12.5,46.5,-484,376
400933845,87,Notre Dame,home,UGA,61,19,20,8,63,12,127,-1,True,ND -5.5,-5.5,57.0,-210,178
400933845,61,Georgia,away,ND,87,20,19,12,127,8,63,1,True,ND -5.5,-5.5,57.0,178,-210
400933857,61,Georgia,home,SAM,2535,42,14,3,25,3,17,28,False,UGA -33.5,-33.5,,,
400933865,61,Georgia,home,MSST,344,31,3,4,35,4,35,28,False,UGA -2.5,-2.5,50.0,-142,122
400933878,61,Georgia,away,TENN,2633,41,0,6,65,5,26,41,False,UGA -10,10.0,47.0,-404,320
400933885,61,Georgia,away,VAN,238,45,14,7,46,5,25,31,False,UGA -17,17.0,40.5,-870,614
400933888,61,Georgia,home,MIZ,142,53,28,8,42,4,40,25,False,UGA -29,-29.0,59.0,,
400933898,61,Georgia,away,FLA,57,42,7,7,40,14,85,35,False,UGA -13.5,13.5,43.5,-484,377
400933906,61,Georgia,home,SC,2579,24,10,5,55,2,15,14,False,UGA -23.5,-23.5,45.0,-2391,1130
400933913,61,Georgia,away,AUB,2,17,40,7,75,5,29,-23,False,UGA -2.5,2.5,48.0,-143,122
400933925,61,Georgia,home,UK,96,42,13,7,59,2,30,29,False,UGA -23.5,-23.5,51.0,-2069,1101
400933934,61,Georgia,away,GT,59,38,7,2,25,3,40,31,False,UGA -11.5,11.5,51.0,-461,361
400955153,61,Georgia,away,AUB,2,28,7,7,91,5,39,21,False,UGA -1.5,1.5,48.0,-138,125
400953412,61,Georgia,away,OKLA,201,54,48,6,39,1,5,6,True,UGA -2.5,2.5,62.5,-144,130
401012250,61,Georgia,home,PEAY,2046,45,0,3,40,3,15,45,False,UGA -48,-48.0,59.5,,
401012268,61,Georgia,away,SC,2579,41,17,4,47,3,40,24,False,UGA -9,9.0,53.0,-339,274
401012275,61,Georgia,home,MTSU,2393,49,7,7,54,3,35,42,False,UGA -34,-34.0,58.5,,
401012289,61,Georgia,away,MIZ,142,43,29,7,66,5,30,14,False,UGA -15,15.0,68.5,-714,495
401012295,61,Georgia,home,TENN,2633,38,12,6,40,5,25,26,False,UGA -30,-30.0,54.5,,
401012302,61,Georgia,home,VAN,238,41,13,13,115,9,69,28,False,UGA -26.5,-26.5,56.0,-4444,1550
401012310,61,Georgia,away,LSU,99,16,36,4,20,2,19,-20,False,UGA -7,7.0,48.5,-279,228
401012320,61,Georgia,home,FLA,57,36,17,4,53,7,27,19,False,UGA -7,-7.0,52.0,-267,205
401012326,61,Georgia,away,UK,96,34,17,4,45,6,64,17,False,UGA -9.5,9.5,47.5,-355,281
401012334,61,Georgia,home,AUB,2,27,10,12,85,6,52,17,False,UGA -13,-13.0,52.5,-595,462
401012341,61,Georgia,home,UMASS,113,66,27,2,20,7,59,39,False,UGA -41.5,-41.5,66.5,,
401012352,61,Georgia,home,GT,59,45,21,2,10,2,20,24,False,UGA -17,-17.0,59.5,-861,578
401032086,61,Georgia,home,TEX,251,21,28,3,35,6,60,-7,True,UGA -13,-13.0,58.0,-534,403
401110732,61,Georgia,away,VAN,238,30,6,10,115,10,63,24,False,UGA -23.5,23.5,56.5,-2150,930
401110776,61,Georgia,home,MURR,93,63,17,5,40,5,40,46,False,UGA -49.5,-49.5,61.5,,
401110788,61,Georgia,home,ARST,2032,55,0,5,41,2,10,55,False,UGA -33,-33.0,58.5,,
401110800,61,Georgia,home,ND,87,23,17,6,43,12,85,6,True,UGA -16,-16.0,58.5,-580,470
401110800,87,Notre Dame,away,UGA,61,17,23,12,85,6,43,-6,True,UGA -16,-16.0,58.5,470,-580
401110816,61,Georgia,away,TENN,2633,43,14,11,107,6,51,29,False,UGA -24.5,24.5,50.5,-3349,1179
401110817,61,Georgia,home,SC,2579,17,20,6,60,11,68,-3,True,UGA -21,-21.0,52.0,-440,710
401110826,61,Georgia,home,UK,96,21,0,4,33,7,60,21,False,UGA -24,-24.0,45.5,-1184,878
401110838,61,Georgia,away,FLA,57,24,17,8,46,6,40,7,True,UGA -6.5,6.5,47.5,-253,200
401110845,61,Georgia,home,MIZ,142,27,0,3,15,5,47,27,False,UGA -18.5,-18.5,48.0,-1541,819
401110849,61,Georgia,away,AUB,2,21,14,7,56,4,35,7,True,UGA -3,3.0,42.5,-153,127
401110857,61,Georgia,home,TA&M,245,19,13,2,30,7,45,6,True,UGA -12,-12.0,43.5,-522,377
401110867,61,Georgia,away,GT,59,52,7,0,0,4,34,45,False,UGA -28.5,28.5,46.0,-18321,2288
401132981,61,Georgia,away,LSU,99,10,37,3,17,5,45,-27,False,LSU -7,-7.0,57.0,228,-295
401135289,61,Georgia,away,BAY,239,26,14,6,82,10,90,12,False,BAY -3.5,-3.5,43.5,-179,147
401237033,61,Georgia,away,ARK,8,37,10,12,108,10,53,27,False,UGA -28,28.0,53.0,-4765,1450
401237095,61,Georgia,home,AUB,2,27,6,8,59,7,46,21,False,UGA -7.5,-7.5,44.5,-301,238
401237103,61,Georgia,home,TENN,2633,44,21,6,70,10,84,23,False,UGA -12,-12.0,43.0,-525,383
401237117,61,Georgia,away,UK,96,14,3,2,19,6,54,11,False,UGA -17,17.0,42.0,-979,607
401237125,61,Georgia,home,FLA,57,28,44,3,35,3,15,-16,False,UGA -3,-3.0,54.5,-150,124
401237139,61,Georgia,home,MSST,344,31,24,5,60,3,25,7,True,UGA -26.5,-26.5,44.0,-2996,1273
401237145,61,Georgia,away,SC,2579,45,16,6,50,2,10,29,False,UGA -22,22.0,50.5,-1914,923
401267161,61,Georgia,away,MIZ,142,49,14,1,9,4,30,35,False,UGA -14,14.0,54.5,-569,414
401256108,61,Georgia,away,CIN,2132,24,21,6,66,11,80,3,True,CIN -7,-7.0,50.5,-266,215
401281946,228,Clemson,home,UGA,61,3,10,7,59,10,94,-7,True,CLEM -2.5,-2.5,51.5,-145,122
401281946,61,Georgia,away,CLEM,228,10,3,10,94,7,59,7,True,CLEM -2.5,-2.5,51.5,122,-145
401282060,61,Georgia,home,UAB,5,56,7,4,47,11,78,49,False,UGA -22.5,-22.5,44.0,-4975,1467
401282072,61,Georgia,home,SC,2579,40,13,7,52,9,70,27,False,UGA -31.5,-31.5,47.5,-10000,2800
401282088,61,Georgia,away,VAN,238,62,0,4,17,4,29,62,False,UGA -36,36.0,54.0,-10000,3300
401282090,61,Georgia,home,ARK,8,37,0,6,40,13,101,37,False,UGA -16.5,-16.5,48.5,-993,634
401282097,61,Georgia,away,AUB,2,34,10,3,18,5,34,24,False,UGA -14.5,14.5,45.5,-742,506
401282105,61,Georgia,home,UK,96,30,13,5,32,3,15,17,False,UGA -21.5,-21.5,44.5,-2293,1088
401282117,61,Georgia,away,FLA,57,34,7,6,38,8,50,27,False,UGA -14,14.0,50.5,-634,449
401282122,61,Georgia,home,MIZ,142,43,6,4,35,5,25,37,False,UGA -40,-40.0,59.5,-10000,-10000
401282133,61,Georgia,away,TENN,2633,41,17,5,55,6,40,24,False,UGA -19.5,19.5,55.5,-1245,746
401282136,61,Georgia,home,CHSO,2127,56,7,2,25,5,53,49,False,UGA -52.5,-52.5,59.5,,
401282148,61,Georgia,away,GT,59,45,0,0,0,5,43,45,False,UGA -35.5,35.5,54.5,,
401403858,61,Georgia,home,ORE,2483,49,3,7,75,5,35,46,False,UGA -16,-16.0,54.5,-853,565
401403872,61,Georgia,home,SAM,2535,33,0,4,25,5,36,33,False,UGA -53,-53.0,62.5,,
401403888,61,Georgia,away,SC,2579,48,7,3,20,5,60,41,False,UGA -25.5,25.5,56.0,-4180,1410
401403895,61,Georgia,home,KENT,2309,39,22,2,25,4,22,17,False,UGA -45,-45.0,61.5,-10000,2500
401403907,61,Georgia,away,MIZ,142,26,22,5,55,7,66,4,True,UGA -30.5,30.5,54.5,-10000,2000
401403911,61,Georgia,home,AUB,2,42,10,4,45,10,60,32,False,UGA -28,-28.0,49.5,-8824,1600
401403918,61,Georgia,home,VAN,238,55,0,3,29,5,42,55,False,UGA -37.5,-37.5,56.5,-10000,3000
401403928,61,Georgia,home,FLA,57,42,20,4,40,7,53,22,False,UGA -23,-23.0,56.5,-2603,1128
401403933,61,Georgia,home,TENN,2633,27,13,6,60,9,55,14,False,UGA -10,-10.0,65.5,-344,266
401403944,61,Georgia,away,MSST,344,45,19,6,66,5,41,26,False,UGA -16.5,16.5,53.0,-829,552
401403949,61,Georgia,away,UK,96,16,6,4,55,3,12,10,False,UGA -22.5,22.5,47.5,-2081,1059
401403959,61,Georgia,home,GT,59,37,14,6,70,6,32,23,False,UGA -36.5,-36.5,49.0,,
401437036,61,Georgia,home,LSU,99,50,30,4,33,3,24,20,False,UGA -17.5,-17.5,52.0,-956,619
401442010,61,Georgia,home,TCU,2628,65,7,4,30,5,50,58,False,UGA -13.5,-13.5,61.5,-522,388
401520154,61,Georgia,home,UTM,2630,48,7,5,42,10,72,41,False,,,,,
401520191,61,Georgia,home,BALL,2050,45,3,3,40,3,27,42,False,,,,,
401520225,61,Georgia,home,SC,2579,24,14,6,45,11,73,10,False,,,,,
401520252,61,Georgia,home,UAB,5,49,21,5,40,4,29,28,False,,,,,
401520280,61,Georgia,away,AUB,2,27,20,3,30,1,5,7,True,,,,,
401520300,61,Georgia,home,UK,96,51,13,6,59,5,60,38,False,,,,,
401520327,61,Georgia,away,VAN,238,37,20,4,39,5,30,17,False,,,,,
401520352,61,Georgia,away,FLA,57,43,20,2,10,2,17,23,False,,,,,
401520364,61,Georgia,home,MIZ,142,30,21,5,55,8,49,9,False,,,,,
401520382,61,Georgia,home,MISS,145,52,17,5,55,9,68,35,False,,,,,
401520419,61,Georgia,away,TENN,2633,38,10,2,15,3,20,28,False,,,,,
401520430,61,Georgia,away,GT,59,31,23,6,60,3,15,8,True,,,,,
401551773,61,Georgia,away,FSU,52,63,3,5,55,3,44,60,False,,,,,
401628323,61,Georgia,home,CLEM,228,34,3,7,70,3,15,31,False,,,,,
401628323,228,Clemson,away,UGA,61,3,34,3,15,7,70,-31,False,,,,,
401628339,61,Georgia,home,TNTC,2635,48,3,9,85,5,51,45,False,,,,,
401628354,61,Georgia,away,UK,96,13,12,9,85,4,23,1,True,,,,,
401628381,61,Georgia,home,AUB,2,31,13,7,85,5,25,18,False,,,,,
401628386,61,Georgia,home,MSST,344,41,31,5,54,8,65,10,False,,,,,
401628398,61,Georgia,away,TEX,251,30,15,7,78,8,41,15,False,,,,,
401628408,61,Georgia,home,FLA,57,34,20,5,48,5,42,14,False,,,,,
401628414,61,Georgia,away,MISS,145,10,28,4,20,3,30,-18,False,,,,,
401628421,61,Georgia,home,TENN,2633,31,17,7,59,9,70,14,False,,,,,
401628430,61,Georgia,home,MASS,113,59,21,1,5,3,40,38,False,,,,,
401628439,61,Georgia,home,GT,59,44,42,3,27,5,29,2,True,,,,,
401673469,61,Georgia,away,TEX,251,22,19,5,49,11,94,3,True,,,,,
401677184,61,Georgia,home,ND,87,10,23,5,36,10,75,-13,False,,,,,
401677184,87,Notre Dame,away,UGA,61,23,10,10,75,5,36,13,False,,,,,
401752669,61,Georgia,home,MRSH,276,45,7,2,15,6,42,38,False,,,,,
401752685,61,Georgia,home,APSU,2046,28,6,3,24,3,10,22,False,,,,,
401752705,61,Georgia,away,TENN,2633,44,41,5,39,10,82,3,True,,,,,
401752728,61,Georgia,home,UK,96,35,14,7,58,7,41,21,False,,,,,
401752731,61,Georgia,away,AUB,2,20,10,6,60,11,103,10,False,,,,,
401752742,61,Georgia,home,MISS,145,43,35,3,37,4,40,8,True,,,,,
401752755,61,Georgia,away,FLA,57,24,20,7,65,5,50,4,True,,,,,
401752762,61,Georgia,away,MSST,344,41,21,6,50,5,35,20,False,,,,,
401752766,61,Georgia,home,TEX,251,35,10,1,15,9,58,25,False,,,,,
401752776,61,Georgia,home,CLT,2429,35,3,2,15,5,35,32,False,,,,,
401752786,61,Georgia,away,GT,59,16,9,5,45,5,57,7,True,UGA -16.5,16.5,60.5,-700,500
401769073,61,Georgia,home,MISS,145,34,39,4,38,4,48,-5,True,UGA -6,-6.0,53.5,-218,180
400868971,228,Clemson,away,AUB,2,19,13,6,55,9,60,6,True,CLEM -7.5,7.5,,,
400869430,228,Clemson,home,TROY,2653,30,24,7,71,11,95,6,True,CLEM -34,-34.0,,,
400869438,228,Clemson,home,SCST,2569,59,0,7,59,5,19,59,False,CLEM -54,-54.0,,,
400869446,228,Clemson,away,GT,59,26,7,10,80,2,15,19,False,CLEM -11,11.0,,,
400869453,228,Clemson,home,LOU,97,42,36,6,59,11,104,6,True,CLEM -3.5,-3.5,,,
400869457,228,Clemson,away,BC,103,56,10,4,23,6,52,46,False,CLEM -17,17.0,,,
400869462,228,Clemson,home,NCST,152,24,17,5,40,13,120,7,True,CLEM -17,-17.0,,,
400869473,228,Clemson,away,FSU,52,37,34,9,84,13,111,3,True,CLEM -3,3.0,,,
400869477,228,Clemson,home,SYR,183,54,0,3,30,10,55,54,False,CLEM -28,-28.0,,,
400869485,228,Clemson,home,PITT,221,42,43,9,101,3,40,-1,True,CLEM -19,-19.0,,,
400869491,228,Clemson,away,WAKE,154,35,13,6,33,5,44,22,False,CLEM -23.5,23.5,,,
400869074,228,Clemson,home,SC,2579,56,7,7,75,5,54,49,False,CLEM -24.5,-24.5,,,
400926944,228,Clemson,away,VT,259,42,35,8,65,8,89,7,True,CLEM -8.5,8.5,,,
400937447,228,Clemson,home,KENT,2309,56,3,4,45,11,79,53,False,CLEM -38,-38.0,52.0,,
400933843,228,Clemson,home,AUB,2,14,6,8,60,5,40,8,True,CLEM -6,-6.0,54.5,-227,190
400937461,228,Clemson,away,LOU,97,47,21,4,30,4,35,26,False,CLEM -3,3.0,61.0,-163,141
400937470,228,Clemson,home,BC,103,34,7,2,10,2,20,27,False,CLEM -33.5,-33.5,53.0,-800,525
400937481,228,Clemson,away,VT,259,31,17,4,20,4,31,14,False,CLEM -7,7.0,48.0,-295,243
400937489,228,Clemson,home,WAKE,154,28,14,9,79,4,25,14,False,CLEM -21,-21.0,50.5,-2069,1075
400937493,228,Clemson,away,SYR,183,24,27,11,119,12,100,-3,True,CLEM -24,24.0,58.0,-585,1080
400937505,228,Clemson,home,GT,59,24,10,5,45,2,20,14,False,CLEM -14,-14.0,49.5,-558,428
400937510,228,Clemson,away,NCST,152,38,31,3,23,6,69,7,True,CLEM -9.5,9.5,51.0,-376,302
400937516,228,Clemson,home,FSU,52,31,14,7,80,4,55,17,False,CLEM -16.5,-16.5,44.5,-796,562
400937521,228,Clemson,home,CIT,2643,61,3,4,30,5,41,58,False,CLEM -47.5,-47.5,,,
400933937,228,Clemson,away,SC,2579,34,10,2,25,9,76,24,False,CLEM -13.5,13.5,46.5,-522,404
400955155,228,Clemson,home,MIAMI,2390,38,3,2,13,4,30,35,False,CLEM -12.5,-12.5,47.5,-533,410
401013088,228,Clemson,home,FUR,231,48,7,4,50,3,22,41,False,CLEM -50.5,-50.5,58.5,,
401012270,228,Clemson,away,TA&M,245,28,26,4,49,5,32,2,True,CLEM -12.5,12.5,51.0,-523,401
401013110,228,Clemson,home,GASO,290,38,7,7,65,4,20,31,False,CLEM -32,-32.0,49.5,,
401013120,228,Clemson,away,GT,59,49,21,6,68,4,30,28,False,CLEM -16.5,16.5,55.0,-792,536
401013131,228,Clemson,home,SYR,183,27,23,3,16,5,31,4,True,CLEM -24.5,-24.5,64.5,-3663,1367
401013140,228,Clemson,away,WAKE,154,63,3,3,28,5,55,60,False,CLEM -20.5,20.5,61.0,-1568,850
401013149,228,Clemson,home,NCST,152,41,7,8,67,6,49,34,False,CLEM -18.5,-18.5,57.5,-1104,680
401013155,228,Clemson,away,FSU,52,59,10,5,50,16,134,49,False,CLEM -18,18.0,49.5,-1241,725
401013162,228,Clemson,home,LOU,97,77,16,3,15,10,100,61,False,CLEM -38.5,-38.5,61.0,,
401013169,228,Clemson,away,BC,103,27,7,2,15,6,42,20,False,CLEM -17.5,17.5,51.0,-1123,690
401013176,228,Clemson,home,DUKE,150,35,6,7,54,6,52,29,False,CLEM -28,-28.0,58.5,-6993,2000
401012355,228,Clemson,home,SC,2579,56,35,8,79,7,48,21,False,CLEM -26,-26.0,58.5,-2122,1067
401056697,228,Clemson,away,PITT,221,42,10,6,41,8,54,32,False,CLEM -28,28.0,53.0,-5311,1667
401032079,228,Clemson,home,ND,87,30,3,6,65,7,50,27,False,CLEM -10.5,-10.5,58.0,-390,300
401032079,87,Notre Dame,away,CLEM,228,3,30,7,50,6,65,-27,False,CLEM -10.5,-10.5,58.0,300,-390
401111653,228,Clemson,home,GT,59,52,14,6,43,2,10,38,False,CLEM -36.5,-36.5,60.5,-200,180
401110784,228,Clemson,home,TA&M,245,24,10,4,30,9,85,14,False,CLEM -16,-16.0,62.0,-1050,750
401112449,228,Clemson,away,SYR,183,41,6,7,70,9,85,35,False,CLEM -28,28.0,64.0,-2900,1200
401112456,228,Clemson,home,CLT,2429,52,10,5,42,11,106,42,False,CLEM -41.5,-41.5,61.5,,
401112467,228,Clemson,away,UNC,153,21,20,6,30,3,20,1,True,CLEM -27.5,27.5,60.5,-1350,1000
401112479,228,Clemson,home,FSU,52,45,14,6,65,7,68,31,False,CLEM -26.5,-26.5,61.0,-3650,1250
401112485,228,Clemson,away,LOU,97,45,10,6,47,5,40,35,False,CLEM -24.5,24.5,62.5,-2429,1101
401112490,228,Clemson,home,BC,103,59,7,3,20,4,55,52,False,CLEM -35,-35.0,59.0,-13759,2625
401112496,228,Clemson,home,WOF,2747,59,14,6,49,2,30,45,False,CLEM -48.5,-48.5,58.5,,
401112503,228,Clemson,away,NCST,152,55,10,10,72,6,45,45,False,CLEM -35,35.0,54.5,-20483,2971
401112508,228,Clemson,home,WAKE,154,52,3,4,35,3,25,49,False,CLEM -34.5,-34.5,59.5,-12042,2629
401110870,228,Clemson,away,SC,2579,38,3,5,44,4,33,35,False,CLEM -27.5,27.5,50.5,-6888,1689
401132975,228,Clemson,home,UVA,258,62,17,4,25,3,27,45,False,CLEM -29,-29.0,57.0,-5323,1427
401135295,228,Clemson,away,LSU,99,25,42,7,65,11,118,-17,False,LSU -4.5,-4.5,66.5,161,-194
401234562,228,Clemson,away,WAKE,154,37,13,5,55,1,6,24,False,CLEM -34.5,34.5,58.5,-8235,1950
401237492,228,Clemson,home,CIT,2643,49,0,5,35,11,75,49,False,CLEM -50.5,-50.5,57.0,,
401234598,228,Clemson,home,UVA,258,41,23,8,65,1,15,18,False,CLEM -28,-28.0,55.0,-4906,1423
401234604,228,Clemson,home,MIAMI,2390,42,17,8,85,15,135,25,False,CLEM -14.5,-14.5,60.5,-650,453
401234610,228,Clemson,away,GT,59,73,7,2,20,3,40,66,False,CLEM -26.5,26.5,64.5,-3516,1302
401234618,228,Clemson,home,SYR,183,47,21,4,25,5,35,26,False,CLEM -47.5,-47.5,63.0,-10000,2000
401234624,228,Clemson,home,BC,103,34,28,9,82,12,92,6,True,CLEM -26.5,-26.5,56.0,-3131,1218
401234632,87,Notre Dame,home,CLEM,228,47,40,7,51,4,46,7,True,CLEM -5,5.0,50.5,168,-201
401234632,228,Clemson,away,ND,87,40,47,4,46,7,51,-7,True,CLEM -5,5.0,50.5,-201,168
401234651,228,Clemson,home,PITT,221,52,17,8,55,6,33,35,False,CLEM -24,-24.0,58.5,-2012,952
401234657,228,Clemson,away,VT,259,45,10,4,30,2,25,35,False,CLEM -23,23.0,66.5,-1824,922
401256001,87,Notre Dame,home,CLEM,228,10,34,2,25,5,60,-24,False,CLEM -11,11.0,58.0,334,-438
401256001,228,Clemson,away,ND,87,34,10,5,60,2,25,24,False,CLEM -11,11.0,58.0,-438,334
401282615,228,Clemson,home,SCST,2569,49,3,5,35,10,70,46,False,CLEM -50.5,-50.5,56.0,,
401282627,228,Clemson,home,GT,59,14,8,8,66,10,63,6,True,CLEM -27.5,-27.5,52.5,-6222,1700
401282643,228,Clemson,away,NCST,152,21,27,13,94,11,105,-6,True,CLEM -10.5,10.5,47.5,-429,321
401282647,228,Clemson,home,BC,103,19,13,6,60,10,60,6,True,CLEM -14.5,-14.5,46.5,-689,479
401282657,228,Clemson,away,SYR,183,17,14,7,60,8,77,3,True,CLEM -13.5,13.5,44.0,-607,423
401282666,228,Clemson,away,PITT,221,17,27,5,46,9,87,-10,False,PITT -3.5,-3.5,47.0,144,-171
401282670,228,Clemson,home,FSU,52,30,20,6,25,9,85,10,False,CLEM -9.5,-9.5,47.5,-382,294
401282680,228,Clemson,away,LOU,97,30,24,3,30,7,53,6,True,CLEM -3.5,3.5,46.5,-177,149
401282684,228,Clemson,home,CONN,41,44,7,5,47,11,70,37,False,CLEM -40.5,-40.5,50.5,,
401282693,228,Clemson,home,WAKE,154,48,27,4,30,7,35,21,False,CLEM -3.5,-3.5,57.0,-178,151
401282152,228,Clemson,away,SC,2579,30,0,5,45,3,20,30,False,CLEM -11.5,11.5,42.5,-488,353
401331227,228,Clemson,away,ISU,66,20,13,5,60,8,70,7,True,CLEM -2,2.0,45.0,-126,105
401411101,228,Clemson,away,GT,59,41,10,3,10,10,86,31,False,CLEM -24.5,24.5,51.5,-3808,1339
401411102,228,Clemson,home,FUR,231,35,12,6,45,7,64,23,False,CLEM -45.5,-45.5,51.5,,
401426556,228,Clemson,home,LT,2348,48,20,6,60,6,43,28,False,CLEM -33.5,-33.5,53.5,-10000,3300
401411123,228,Clemson,away,WAKE,154,51,45,10,120,3,45,6,True,CLEM -7.5,7.5,58.0,-300,236
401411125,228,Clemson,home,NCST,152,30,20,9,95,10,86,10,False,CLEM -6.5,-6.5,45.5,-255,206
401411131,228,Clemson,away,BC,103,31,3,2,10,3,35,28,False,CLEM -21,21.0,48.5,-1526,843
401411138,228,Clemson,away,FSU,52,34,28,8,72,3,17,6,True,CLEM -4.5,4.5,51.0,-202,167
401411142,228,Clemson,home,SYR,183,27,21,6,50,10,88,6,True,CLEM -14,-14.0,50.0,-619,434
401404130,87,Notre Dame,home,CLEM,228,35,14,5,67,7,55,21,False,CLEM -3.5,3.5,43.5,152,-183
401404130,228,Clemson,away,ND,87,14,35,7,55,5,67,-21,False,CLEM -3.5,3.5,43.5,-183,152
401411158,228,Clemson,home,LOU,97,31,16,4,25,6,65,15,False,CLEM -7,-7.0,52.0,-272,219
401411165,228,Clemson,home,MIA,2390,40,10,2,19,6,58,30,False,CLEM -19,-19.0,47.5,-1135,712
401403962,228,Clemson,home,SC,2579,30,31,3,23,5,55,-1,True,CLEM -14,-14.0,53.0,-623,450
401437009,228,Clemson,away,UNC,153,39,10,6,46,3,25,29,False,CLEM -7.5,7.5,64.0,-288,232
401442019,228,Clemson,home,TENN,2633,14,31,4,45,9,105,-17,False,CLEM -4.5,-4.5,61.0,-183,154
401525468,228,Clemson,away,DUKE,150,7,28,1,5,7,45,-21,False,CLEM -12.5,12.5,57.5,-491,365
401525491,228,Clemson,home,CHSO,2127,66,17,4,30,2,20,49,False,,,,,
401525501,228,Clemson,home,FAU,2226,48,14,5,55,6,60,34,False,,,,,
401525507,228,Clemson,home,FSU,52,24,31,6,50,7,60,-7,True,,,,-148,120
401525514,228,Clemson,away,SYR,183,31,14,6,59,9,92,17,False,,,,,
401525517,228,Clemson,home,WAKE,154,17,12,6,69,3,20,5,True,,,,,
401525529,228,Clemson,away,MIA,2390,20,28,7,38,8,90,-8,True,,,,,
401525534,228,Clemson,away,NCSU,152,17,24,4,45,2,6,-7,True,,,,,
401525441,228,Clemson,home,ND,87,31,23,0,0,5,40,8,True,,,,,
401525441,87,Notre Dame,away,CLEM,228,23,31,5,40,0,0,-8,True,,,,,
401525548,228,Clemson,home,GT,59,42,21,6,69,4,38,21,False,,,,,
401525554,228,Clemson,home,UNC,153,31,20,7,58,10,75,11,False,,,,,
401520441,228,Clemson,away,SC,2579,16,7,6,40,4,30,9,False,,,,,
401551766,228,Clemson,away,UK,96,38,35,6,36,4,45,3,True,,,,,
401635532,228,Clemson,home,APP,2026,66,20,8,85,7,73,46,False,,,,,
401635552,228,Clemson,home,NCSU,152,59,35,6,75,4,29,24,False,,,,,
401635561,228,Clemson,home,STAN,24,40,14,3,35,5,58,26,False,,,,,
401635569,228,Clemson,away,FSU,52,29,13,3,30,7,75,16,False,,,,,
401635576,228,Clemson,away,WAKE,154,49,14,5,42,5,50,35,False,,,,,
401635588,228,Clemson,home,UVA,258,48,31,10,97,6,61,17,False,,,,,
401635600,228,Clemson,home,LOU,97,21,33,5,39,6,35,-12,False,,,,,
401635607,228,Clemson,away,VT,259,24,14,7,64,6,45,10,False,,,,,
401635582,228,Clemson,away,PITT,221,24,20,6,57,13,100,4,True,,,,,
401635614,228,Clemson,home,CIT,2643,51,14,5,48,5,35,37,False,,,,,
401628444,228,Clemson,home,SC,2579,14,17,3,15,7,66,-3,True,,,,,
401673463,228,Clemson,away,SMU,2567,34,31,0,0,6,65,3,True,,,,,
401677176,228,Clemson,away,TEX,251,24,38,5,65,2,10,-14,False,,,,,
401752671,228,Clemson,home,LSU,99,10,17,6,57,6,45,-7,True,,,,,
401754637,228,Clemson,home,TROY,2653,27,16,3,30,10,97,11,False,,,,,
401754623,228,Clemson,away,GT,59,21,24,2,25,3,16,-3,True,,,,,
401754537,228,Clemson,home,SYR,183,21,34,8,75,7,52,-13,False,,,,,
401754552,228,Clemson,away,UNC,153,38,10,7,85,8,75,28,False,,,,,
401754558,228,Clemson,away,BC,103,41,10,3,28,3,40,31,False,,,,,
401754565,228,Clemson,home,SMU,2567,24,35,2,9,5,60,-11,False,,,,,
401754577,228,Clemson,home,DUKE,150,45,46,8,87,9,62,-1,True,,,,,
401754586,228,Clemson,home,FSU,52,24,10,2,17,5,50,14,False,,,,,
401754591,228,Clemson,away,LOU,97,20,19,3,30,10,84,1,True,,,,,
401754605,228,Clemson,home,FUR,231,45,10,5,54,4,35,35,False,,,,,
401752790,228,Clemson,away,SC,2579,28,14,7,45,5,54,14,False,SC -2.5,-2.5,46.5,114,-135
400868946,87,Notre Dame,away,TEX,251,47,50,8,64,11,104,-3,True,ND -2.5,2.5,,,
400868947,87,Notre Dame,home,NEV,2440,39,10,9,94,11,88,29,False,ND -26,-26.0,,,
400868948,87,Notre Dame,home,MSU,127,28,36,4,51,3,45,-8,True,ND -7,-7.0,,,
400868949,87,Notre Dame,home,DUKE,150,35,38,2,20,1,5,-3,True,ND -20,-20.0,,,
400868950,87,Notre Dame,away,SYR,183,50,33,6,55,5,45,17,False,ND -12,12.0,,,
400868951,87,Notre Dame,away,NCST,152,3,10,5,40,2,20,-7,True,ND -2.5,2.5,,,
400868952,87,Notre Dame,home,STAN,24,10,17,7,47,5,40,-7,True,EVEN,0.0,,,
400868953,87,Notre Dame,home,MIAMI,2390,30,27,7,53,10,86,3,True,ND -1,-1.0,,,
400868954,87,Notre Dame,away,NAVY,2426,27,28,7,47,1,5,-1,True,NAVY -4.5,-4.5,,,
400868919,87,Notre Dame,home,ARMY,349,44,6,7,35,7,68,38,False,ND -11.5,-11.5,,,
400868955,87,Notre Dame,home,VT,259,31,34,10,78,5,35,-3,True,,,,,
400868956,87,Notre Dame,away,USC,30,27,45,6,54,7,65,-18,False,USC -17,-17.0,,,
400934573,87,Notre Dame,home,TEM,218,49,16,4,20,6,42,33,False,ND -19.5,-19.5,56.5,-1359,820
400934574,87,Notre Dame,away,BC,103,49,20,5,45,6,35,29,False,ND -14,14.0,53.0,-587,441
400934575,87,Notre Dame,away,MSU,127,38,18,6,65,9,97,20,False,,,,-163,141
400934576,87,Notre Dame,home,M-OH,193,52,17,5,60,9,90,35,False,ND -21,-21.0,53.5,-1829,1006
