event_id,season,team,ha,margin,one_score,our_score,opp_score,off3conv,off3att,def3conv,def3att,sacks_taken,sacks_forced,spread,line_details,comp_att
401754623,2025,Clemson,away,-3,True,21,24,7,12,8,15,0,1,,,15/26
401754537,2025,Clemson,home,-13,False,21,34,3,13,3,15,0,3,,,37/61
401754552,2025,Clemson,away,28,False,38,10,4,12,2,11,2,1,,,30/39
401754558,2025,Clemson,away,31,False,41,10,6,12,3,12,1,5,,,23/33
401754565,2025,Clemson,home,-11,False,24,35,8,19,7,17,3,1,,,29/42
401754577,2025,Clemson,home,-1,True,45,46,3,10,3,14,1,2,,,27/36
401754586,2025,Clemson,home,14,False,24,10,4,15,5,15,2,6,,,20/27
401754591,2025,Clemson,away,1,True,20,19,1,13,2,11,1,1,,,22/34
401754605,2025,Clemson,home,35,False,45,10,4,12,4,17,1,1,,,23/36
401752790,2025,Clemson,away,14,False,28,14,7,17,1,11,1,5,-2.5,SC -2.5,24/39
400868946,2016,Notre Dame,away,-3,True,47,50,7,16,8,18,3,0,2.5,ND -2.5,17/30
400868947,2016,Notre Dame,home,29,False,39,10,7,15,3,12,0,0,-26.0,ND -26,19/27
400868948,2016,Notre Dame,home,-8,True,28,36,4,11,9,18,2,0,-7.0,ND -7,20/37
400868949,2016,Notre Dame,home,-3,True,35,38,5,12,6,14,3,1,-20.0,ND -20,22/37
400868950,2016,Notre Dame,away,17,False,50,33,3,12,3,15,2,1,12.0,ND -12,23/35
400868951,2016,Notre Dame,away,-7,True,3,10,1,15,2,14,5,0,2.5,ND -2.5,9/26
400868952,2016,Notre Dame,home,-7,True,10,17,5,14,7,12,4,3,0.0,EVEN,14/29
400868953,2016,Notre Dame,home,3,True,30,27,8,16,7,19,1,5,-1.0,ND -1,25/38
400868954,2016,Notre Dame,away,-1,True,27,28,9,13,8,13,1,0,-4.5,NAVY -4.5,19/27
400868919,2016,Notre Dame,home,38,False,44,6,10,13,3,11,0,2,-11.5,ND -11.5,18/29
400868955,2016,Notre Dame,home,-3,True,31,34,4,14,6,14,1,1,,,17/34
400868956,2016,Notre Dame,away,-18,False,27,45,5,17,5,12,6,0,-17.0,USC -17,21/39
400934573,2017,Notre Dame,home,33,False,49,16,6,13,5,17,2,3,-19.5,ND -19.5,17/30
400934574,2017,Notre Dame,away,29,False,49,20,9,18,4,17,0,1,14.0,ND -14,11/27
400934575,2017,Notre Dame,away,20,False,38,18,8,14,11,19,1,2,,,14/20
400934576,2017,Notre Dame,home,35,False,52,17,5,13,6,15,2,3,-21.0,ND -21,10/23
400934577,2017,Notre Dame,away,23,False,33,10,5,16,6,18,1,2,13.0,ND -13,17/31
400934578,2017,Notre Dame,home,35,False,49,14,7,13,4,13,1,5,-4.0,ND -4,9/22
400934579,2017,Notre Dame,home,21,False,35,14,9,16,5,16,2,1,-7.0,ND -7,10/19
400934580,2017,Notre Dame,home,11,False,48,37,8,16,6,14,1,1,-16.5,ND -16.5,23/38
400934581,2017,Notre Dame,away,-33,False,8,41,6,16,2,13,5,0,3.5,ND -3.5,13/27
400934582,2017,Notre Dame,home,7,True,24,17,4,8,8,18,1,0,-20.5,ND -20.5,9/18
400934583,2017,Notre Dame,away,-18,False,20,38,8,19,2,11,5,2,3.0,ND -3,12/29
400953414,2017,Notre Dame,away,4,True,21,17,6,13,10,19,4,2,-2.0,LSU -2,17/28
401013377,2018,Notre Dame,home,8,True,24,16,4,14,8,23,4,1,-34.5,ND -34.5,17/31
401012283,2018,Notre Dame,home,5,True,22,17,5,15,5,13,0,0,-14.0,ND -14,16/26
401013129,2018,Notre Dame,away,29,False,56,27,4,9,11,21,1,3,6.5,ND -6.5,25/36
401012758,2018,Notre Dame,home,21,False,38,17,9,17,3,13,1,5,-4.5,ND -4.5,24/33
401013143,2018,Notre Dame,away,22,False,45,23,9,16,10,21,2,2,6.5,ND -6.5,25/35
401013148,2018,Notre Dame,home,5,True,19,14,7,15,4,12,3,1,-21.0,ND -21,26/32
401013189,2018,Notre Dame,away,22,False,44,22,7,15,2,12,0,1,22.0,ND -22,27/33
401013345,2018,Notre Dame,away,10,False,31,21,5,14,5,15,0,5,10.0,ND -10,22/34
401013171,2018,Notre Dame,home,29,False,42,13,9,16,6,17,0,1,-17.0,ND -17,12/25
401013182,2018,Notre Dame,home,33,False,36,3,6,15,6,18,2,6,-10.0,ND -10,23/38
401012800,2018,Notre Dame,away,7,True,24,17,6,15,7,15,2,2,14.0,ND -14,22/39
401112436,2019,Notre Dame,away,18,False,35,17,5,12,6,15,2,4,19.5,ND -19.5,14/23
401114336,2019,Notre Dame,home,52,False,66,14,1,10,4,18,1,0,-35.0,ND -35,17/27
401112472,2019,Notre Dame,home,15,False,35,20,6,15,4,14,4,8,-10.5,ND -10.5,17/25
401114337,2019,Notre Dame,home,52,False,52,0,8,11,8,19,0,2,-45.5,ND -45.5,21/27
401114222,2019,Notre Dame,home,3,True,30,27,9,17,5,12,1,4,-10.5,ND -10.5,17/32
401112501,2019,Notre Dame,home,1,True,21,20,8,20,4,16,0,1,-17.5,ND -17.5,29/53
401111654,2019,Notre Dame,away,31,False,38,7,9,17,3,16,1,1,7.0,ND -7,18/32
401114338,2019,Notre Dame,home,32,False,52,20,4,9,5,16,0,2,-7.5,ND -7.5,16/22
401112514,2019,Notre Dame,home,33,False,40,7,10,19,8,18,1,4,-20.5,ND -20.5,27/41
401114212,2019,Notre Dame,away,21,False,45,24,4,14,4,14,1,2,17.0,ND -17,17/30
401135276,2019,Notre Dame,away,24,False,33,9,3,13,5,15,1,4,3.5,ND -3.5,20/28
401234574,2020,Notre Dame,home,14,False,27,13,7,16,4,15,3,4,-21.5,ND -21.5,19/31
401241282,2020,Notre Dame,home,52,False,52,0,8,14,2,15,0,2,-22.5,ND -22.5,13/21
401234596,2020,Notre Dame,away,0,True,0,0,,,,,0,0,16.5,ND -16.5,
401234606,2020,Notre Dame,home,16,False,42,26,2,7,2,14,0,4,-20.5,ND -20.5,16/25
401234613,2020,Notre Dame,home,5,True,12,7,8,15,3,9,4,0,-15.5,ND -15.5,11/19
401234622,2020,Notre Dame,away,42,False,45,3,11,18,3,13,2,3,10.0,ND -10,17/33
401234626,2020,Notre Dame,away,18,False,31,13,10,15,5,12,2,5,20.5,ND -20.5,18/26
401234637,2020,Notre Dame,away,14,False,45,31,4,9,4,11,0,1,13.0,ND -13,20/28
401234650,2020,Notre Dame,away,14,False,31,17,4,11,2,12,2,6,4.5,ND -4.5,23/33
401234662,2020,Notre Dame,home,24,False,45,21,7,15,5,14,2,1,-34.0,ND -34,24/37
401282614,2021,Notre Dame,away,3,True,41,38,6,17,7,16,4,5,7.5,ND -7.5,26/35
401282705,2021,Notre Dame,home,3,True,32,29,8,14,7,17,6,5,-16.5,ND -16.5,24/36
401282706,2021,Notre Dame,home,14,False,27,13,4,17,4,16,4,3,-7.5,ND -7.5,15/32
401282707,2021,Notre Dame,away,28,False,41,13,5,16,1,14,6,1,-6.0,WIS -6,21/37
401282708,2021,Notre Dame,home,-11,False,13,24,6,17,2,11,2,1,2.0,CIN -2,23/46
401282656,2021,Notre Dame,away,3,True,32,29,3,12,8,17,2,1,-1.0,VT -1,15/26
401282709,2021,Notre Dame,home,15,False,31,16,8,12,6,13,1,3,-7.5,ND -7.5,22/30
401282673,2021,Notre Dame,home,10,False,44,34,5,11,6,11,1,3,-3.5,ND -3.5,18/26
401282710,2021,Notre Dame,home,28,False,34,6,7,13,4,15,2,2,-21.0,ND -21,24/30
401282688,2021,Notre Dame,away,25,False,28,3,7,11,5,14,0,7,8.5,ND -8.5,18/23
401282697,2021,Notre Dame,home,55,False,55,0,5,11,3,15,3,5,-17.5,ND -17.5,18/26
401282711,2021,Notre Dame,away,31,False,45,14,2,11,3,11,2,2,21.0,ND -21,27/36
401331238,2021,Notre Dame,home,-2,True,35,37,11,20,3,14,2,1,1.0,OKST -1,38/68
401404125,2022,Notre Dame,home,-5,True,21,26,4,13,4,13,2,3,-20.5,ND -20.5,21/38
401403987,2022,Notre Dame,home,7,True,24,17,3,12,4,15,2,8,-13.5,ND -13.5,17/23
401404126,2022,Notre Dame,away,13,False,45,32,8,14,6,14,1,3,-2.5,UNC -2.5,24/34
401404127,2022,Notre Dame,home,8,True,28,20,11,16,3,9,0,1,-3.5,ND -3.5,22/28
401404016,2022,Notre Dame,home,-2,True,14,16,3,12,7,16,2,1,-16.5,ND -16.5,13/27
401404128,2022,Notre Dame,home,23,False,44,21,9,17,0,12,0,3,-26.0,ND -26,14/28
401404129,2022,Notre Dame,away,17,False,41,24,6,15,4,13,1,4,1.0,ND -1,9/19
401404131,2022,Notre Dame,away,3,True,35,32,6,13,3,11,5,1,17.0,ND -17,17/21
401404132,2022,Notre Dame,home,44,False,44,0,8,13,6,14,0,4,-20.0,ND -20,13/25
401404133,2022,Notre Dame,away,-11,False,27,38,5,7,8,12,2,2,-4.5,USC -4.5,23/26
401442036,2022,Notre Dame,away,7,True,45,38,11,19,5,15,2,3,5.0,ND -5,19/34
401525434,2023,Notre Dame,home,39,False,42,3,5,7,4,14,0,2,-20.0,ND -20,20/25
401525435,2023,Notre Dame,home,53,False,56,3,9,11,4,14,0,1,,,24/30
401525436,2023,Notre Dame,away,21,False,45,24,5,14,8,19,4,1,,,15/24
401525437,2023,Notre Dame,home,24,False,41,17,5,12,3,13,0,2,,,17/28
401525438,2023,Notre Dame,away,7,True,21,14,3,15,6,15,2,2,,,15/31
401525439,2023,Notre Dame,away,-13,False,20,33,3,13,5,14,5,2,,,22/38
401524031,2023,Notre Dame,home,28,False,48,20,3,10,6,13,0,6,,,13/20
401525440,2023,Notre Dame,home,51,False,58,7,4,8,1,11,1,2,,,24/32
401525442,2023,Notre Dame,home,38,False,45,7,5,10,5,13,0,3,,,24/34
401524065,2023,Notre Dame,away,33,False,56,23,7,9,5,16,0,4,,,8/15
401551798,2023,Notre Dame,home,32,False,40,8,9,14,1,9,2,4,,,15/19
401628332,2024,Notre Dame,away,10,False,23,13,2,12,4,13,0,1,,,18/30
401628977,2024,Notre Dame,home,-2,True,14,16,3,10,6,16,1,0,,,20/33
401628978,2024,Notre Dame,away,59,False,66,7,7,12,1,12,3,4,,,18/26
401628979,2024,Notre Dame,home,25,False,28,3,5,11,2,12,1,3,,,17/28
401628980,2024,Notre Dame,home,7,True,31,24,2,10,7,17,1,3,,,17/23
401628981,2024,Notre Dame,home,42,False,49,7,6,11,4,12,1,4,,,18/27
401628982,2024,Notre Dame,away,18,False,31,13,4,12,4,14,0,2,,,21/30
401628983,2024,Notre Dame,away,37,False,51,14,8,13,4,11,1,0,,,15/25
401628984,2024,Notre Dame,home,49,False,52,3,5,12,3,17,2,8,,,17/30
401628985,2024,Notre Dame,home,21,False,35,14,1,12,6,18,1,2,,,22/33
401640959,2024,Notre Dame,home,35,False,49,14,3,5,6,17,0,1,,,14/18
401628571,2024,Notre Dame,away,14,False,49,35,3,9,5,12,2,1,,,18/23
401677179,2024,Notre Dame,home,10,False,27,17,7,13,4,12,2,3,,,23/32
401754522,2025,Notre Dame,away,-3,True,24,27,4,9,4,13,3,1,,,19/30
401752707,2025,Notre Dame,home,-1,True,40,41,7,15,4,11,2,0,,,20/32
401752848,2025,Notre Dame,home,26,False,56,30,6,10,4,14,1,2,,,17/20
401752717,2025,Notre Dame,away,43,False,56,13,6,10,7,15,1,3,,,24/32
401757165,2025,Notre Dame,home,21,False,28,7,4,9,6,15,0,4,,,15/23
401754562,2025,Notre Dame,home,29,False,36,7,6,14,5,16,2,4,,,19/32
401752871,2025,Notre Dame,home,10,False,34,24,3,11,6,14,1,1,,,16/26
401754583,2025,Notre Dame,away,15,False,25,10,3,10,8,18,0,6,,,18/26
401757166,2025,Notre Dame,home,39,False,49,10,7,10,3,11,0,1,,,16/19
401754597,2025,Notre Dame,away,22,False,37,15,4,12,0,13,1,4,,,21/32
401754604,2025,Notre Dame,home,63,False,70,7,4,7,7,18,1,5,,,9/15
401754614,2025,Notre Dame,away,29,False,49,20,11,18,8,19,0,2,32.5,ND -32.5,23/36
